,x,y
BG,-6.351670896652236,7.428832415032489
BG,-5.528734493935928,8.059827129125175
BG,-4.436424272553977,7.809687862238297
BG,-4.102075478295516,6.940933289737812
BG,-5.078886651433535,7.213178464437363
BG,-5.225203723634377,7.621333975480194
DE,5.3607679474599434,0.20993809943729164
ES,-3.5779582926296634,-3.8855603506419745
ES,0.3166623100667847,-7.37159439296862
ES,-2.8917616884783435,8.678623191116035
ES,-0.08474793398413276,-6.090266755448776
ES,-0.516804239419633,-7.37843364144478
ES,-3.055402275511498,-0.052019334165440474
ES,1.8788334352599787,-7.867366469594353
ES,3.5832994447333113,-6.387774189991292
ES,1.0038416920729618,1.3103495289212117
ES,3.145203418154192,-7.538303179339516
ES,-4.77685243305995,-1.4977980734135958
ES,-2.1915864702742627,-5.254132199320467
ES,4.131213499083983,-5.132354242242647
ES,-2.832078671982377,-4.4781577137723065
ES,2.2045770978113364,-7.464111903240015
ES,3.3340849891255924,-5.223785807980855
ES,-3.220972534607112,-5.356248254531163
FR,1.2740957269695627,-4.347035096071101
FR,-1.0376631604323314,-1.212878784530374
FR,1.0526613452606528,-3.3265008104405576
FR,2.632688348319218,-3.3071850893861687
FR,-0.30974976189149284,-2.4122852583275276
FR,-1.565478011837163,-3.1978643975135834
FR,-0.7464005585743152,-0.5961669602461613
FR,-0.6028103555103214,-3.7772318174531474
FR,-0.48531262307198686,0.45969687113355023
FR,-1.6491797994170836,-1.2911685357358744
FR,-0.7675658626376047,-2.664273748450667
FR,-0.2520975278789058,-2.2726382114890966
FR,1.3196099851672451,-3.52062884549085
FR,0.29211260993344224,-3.178854291682801
FR,1.0672704580737011,-2.8097164554492147
FR,2.3876431822858404,1.199881445955796
FR,2.9245646948494337,-3.4022231859101506
FR,-0.12315651089238275,-4.384426081763105
FR,-0.7867653631443462,-3.3418798831188314
FR,0.39063530220750764,-3.8123397983456297
FR,0.43656221281998375,-2.145619207222371
GB,-2.0260388533782847,-4.146432320934547
GB,0.13014067076991215,-0.2530803561129788
GB,-7.055921060109247,6.709443846209108
GB,1.6770091169408388,-0.8763117139516834
GB,0.8469254121136127,0.08973898012606604
GB,2.622054806828963,-2.3336861194238114
GB,-1.8503421115004726,-2.3382691152721966
GB,-0.8901267261517999,-5.108096999690576
GB,0.4567680302520689,0.7384857111620224
GB,2.3647812448211893,-0.18508862676735194
GB,1.5135065289078824,-0.26313847415302044
GB,1.9078184674761678,-1.593309339784725
GB,2.8973125031836595,-1.0296266740037574
GB,3.651384032240263,0.9811129414083448
GB,3.923247304197269,-2.0530047533427247
GB,3.6465312732483457,0.11849916926209311
GB,0.7065351820382588,-0.8462508274111372
GB,2.241502416802131,-1.286311436293112
GB,4.753137724462724,-2.1731455605241172
GB,2.8704931250224135,-0.13309754765143675
GB,2.367755126409831,-5.1816431771513045
GB,0.9407362106760262,-6.955903955452278
GB,4.31337879666789,-4.1987510040874305
GB,6.007567148875078,-4.134920477144627
GB,5.272122100342059,-5.0526141092677515
GB,3.3413886626792837,-1.5496896825340036
GB,3.708840488191103,-1.7691359390844357
GB,3.7655196324041844,-0.13946977073031594
GB,1.2753933199886942,-0.5236096335787613
GB,3.6492294589375938,-2.573817453400378
GB,4.066836413701902,-1.0193479997015076
GB,2.814723891606765,-2.1326281347570397
GB,0.1205710042530625,-5.870636210194773
GB,-2.1062096581220255,-0.2521518859806962
GB,5.554056637860614,-2.980481496093032
GB,4.75426779303947,-5.933868051637599
GB,1.1103182199438768,-5.872861640195901
GB,0.5042094026246027,-4.851216809461516
GB,0.14765069684211676,-5.075539791779838
HU,-4.199891821172969,5.815872562130678
HU,-5.212943542015853,5.855384910991803
HU,-5.305510372920197,5.93555726683688
HU,-4.794687963511547,6.298624978233458
HU,-5.690124207594073,6.356595096238331
HU,-6.371929952278046,5.926891685199515
HU,-5.717723318890217,5.66322210735711
HU,-4.8360488204830645,5.900314441798087
IT,-1.408629754198712,4.332360940847089
IT,-1.5530951991852222,3.85567486635285
IT,-1.7321855222290707,4.78511618893921
IT,-0.6902148302986902,3.986807996907419
IT,-1.9118602566961604,-6.311587873650149
IT,-2.584681412278632,5.219097222821238
IT,-2.0133364247514227,5.22690967289256
IT,-3.1101992709694426,5.346283287646748
IT,-1.6104613414232325,6.544774525172174
IT,-2.0581028783611393,5.869143825676487
IT,-0.7407040375895539,5.094770074190763
IT,1.6905751031236123,3.944922643728077
IT,-1.8260315356743564,6.8384655396281655
IT,-1.3368547932694248,5.4955912830326685
IT,0.08190187939439321,3.2254410366193125
IT,-0.178071456593826,3.0139300161311766
IT,-1.2307761662362307,3.506971787290949
IT,-0.2803199917643385,4.141222781240613
IT,-0.9814860494107226,6.463569224548577
IT,-1.1160101943075214,5.327737376634673
RU,-5.018312980757498,4.343347724493981
RU,-4.73681250623827,5.106232283344302
RU,-4.368571894653175,3.4607957098620235
RU,-4.474437078650252,3.936016948836241
RU,-3.3224386562755313,7.432162158171058
RU,-5.239366514214698,3.83486769266442
RU,-5.235869254088757,3.334147797658992
RU,-5.301608405535067,3.0280953660559793
SE,6.826938303663407,-0.8723995159563741
SE,6.39795766414169,-1.1151246389306768
SE,6.02715843116225,-1.2768631702358897
SE,6.650867609795438,-0.27704408565558214
SE,6.71565758362979,-0.8536596205416402
SE,6.817663869543595,-0.6282105830679456
SE,6.308452252419566,-0.07372315531753969
SE,6.13806316464096,-1.941909243327418
