country,ae,al,am,ar,at,au,az,ba,bb,bd,be,bg,bh,bn,bo,br,bs,by,bz,ca,ch,cl,cn,co,cr,cy,cz,de,dk,do,dz,ec,ee,eg,es,et,fi,fr,gb,ge,gh,gr,gt,gu,hk,hn,hr,hu,id,ie,il,in,iq,ir,is,it,jm,jo,jp,ke,kh,kr,kw,kz,lb,lk,lt,lu,lv,ma,md,me,mk,mm,mo,mt,mu,mx,my,ng,ni,nl,no,np,nz,om,pa,pe,ph,pk,pl,pr,pt,py,qa,ro,rs,ru,sa,sd,se,sg,si,sk,sv,th,tn,tr,tt,tw,tz,ua,ug,us,uy,ve,vn,za,zm,zw
dk,8.128721372557617,8.169335592944043,8.740353398308997,8.30875094129103,7.724318898584858,7.699599179984251,8.759709531226521,8.05135834942422,8.675647613009195,9.219172018262434,7.711977326937957,7.9214522388892945,8.442248160551543,8.471377049676422,8.532496628360965,8.168141894705851,8.602468797401537,8.424468671357825,8.72392753512241,7.786011938294063,7.620821661224724,8.01608457734736,8.192938454236504,8.201263118798297,8.092705349990696,8.08902499394086,7.811469011495477,7.834526572713004,0.0,8.36793039146167,8.90947747124947,8.302393773739773,7.8895909019217925,8.409655778260912,7.726591271495717,9.286077715398466,7.810968394493407,7.876241686819422,7.806653811019766,8.51885879254171,9.013953576767058,7.877740731896003,8.40378354520104,8.357345816018976,7.879258083448088,8.523815249519386,7.781865356422288,7.92020553010293,8.220799014986259,7.748359445546131,7.777196144900249,8.353841767389088,9.233474068126782,8.35197351490351,7.792527047407327,7.940311967371633,8.429807424224439,8.439970752827866,7.979540441529475,8.440191915033445,8.709069313398096,7.8998599032444305,8.359013306321991,8.46732798576227,8.112396063203937,8.416792600925394,8.124484345772244,7.950737410912871,8.01190118559888,8.567565447667961,8.650376892539386,8.433074577466215,8.099656270303154,8.625500403592097,8.480352483685113,7.973220217657053,8.420935863107507,8.257481460146947,8.438128331860257,8.408821180379878,8.547022136620154,7.610904814346582,7.789045507979941,8.578934312083769,7.696143063737997,8.594643841147388,8.368843792323476,8.24478492612512,8.238213717929748,8.734707839219336,8.122170162882638,8.227403330022081,7.863799601763651,8.425526078259805,8.328610092243526,7.931814680387983,7.872364685841617,8.216295226458822,8.311570807350604,9.25482471221485,7.817469068708787,7.856228208409346,7.746991748656236,7.888576312405471,8.652084430570373,8.065585699456044,8.955984154176452,8.160471843420376,8.264980490322007,7.852752293427824,8.676640667553393,8.057073608854086,9.007074654668306,7.8703716480538,8.160534848240259,8.39214859015209,8.361707643287202,8.014766739133469,8.81261473380382,8.685187356330685
do,8.535084379715489,8.481937324446758,9.04580607699085,8.608004668740023,8.356218339595076,8.312002284137916,9.03695695234361,8.432890720070242,8.996285320956527,9.413797485478462,8.327996664427594,8.467498479782757,8.716943270044785,8.784432609592864,8.727077497355241,8.613433894471585,8.942536190312934,8.75177693978944,8.928490319257065,8.361480294330898,8.311706156547162,8.379218389290005,8.655586166113535,8.462876033171444,8.495346195948922,8.518860052349519,8.325632994350466,8.408118087288388,8.36793039146167,0.0,9.065241588820538,8.582154687035084,8.447113874301362,8.803363157651804,8.24047341840809,9.542927936005906,8.38321409956897,8.402861768300587,8.451581376168242,8.803088755759335,9.28378704712744,8.423746517042861,8.633263215605089,8.578608499580465,8.390348091180924,8.67518820961062,8.29775545729364,8.379232356492201,8.538612702762935,8.409983839006326,8.341157504771754,8.72480369022358,9.350601442094248,8.656196933120983,8.404156218357786,8.339743079692985,8.74569702797848,8.717023256722355,8.55148347996649,8.863877842870675,8.965127853644072,8.479796918001039,8.707668603801535,8.685429959646141,8.495197903563609,8.714174917743085,8.592209238794776,8.434960504303346,8.493746104284314,8.859888891388625,8.849939644956526,8.721122978698599,8.377540579945927,8.935419306492856,8.78148367764329,8.423758433923789,8.749467142083828,8.54208609450453,8.733761478654733,8.760754919315234,8.700786686898633,8.242761564340507,8.44704537241539,8.837767660059736,8.29673303352169,8.818080986324249,8.63553285057652,8.506071119393027,8.526431602381551,9.019751388799952,8.590116689558034,8.484980317869478,8.350051346141552,8.587352872933995,8.619478925066517,8.403909304587351,8.354210354769664,8.64174645075498,8.735920330080052,9.43903733780792,8.428578259272328,8.39400979016743,8.297324346854449,8.386155482712843,8.832781016665367,8.465451692728132,9.107539832133456,8.613823481787984,8.618273178982388,8.320417557551547,8.997678101106304,8.505231885128252,9.256954649015283,8.363987590624623,8.519963155624815,8.661687341821155,8.731470517938723,8.526669812878206,9.182434050001932,8.99004897840255
dz,8.965566857522829,8.819514994359439,9.136139883155003,8.86986908202877,8.855929982204136,8.848267709620588,9.294195078462232,8.746165317250046,9.33981008993908,9.372434550265103,8.775449057167254,8.819696104030257,8.99506691287515,8.898455060488937,8.994817252420109,8.872992608701198,9.285221285793874,8.968592370265164,9.148143021404364,8.786806222351958,8.885002723248224,8.83326609974841,9.09743888421062,8.750538893431486,8.81907495782767,8.921543545511518,8.685516762750447,8.744981812979432,8.90947747124947,9.065241588820538,0.0,8.984478806771467,8.764669102627517,8.939836208501577,8.79605438214537,10.141330473874538,8.817140128206388,8.791340923992607,8.926343156409242,9.000279428712492,9.502615966477087,8.74662113972406,9.034575258453424,9.010497476669954,8.756024008400743,8.888869839945215,8.6639203886914,8.755439089532812,8.82354872777645,8.897431222229626,8.819794834988887,9.103519163422655,9.40629801595208,8.952072356153451,8.867263499561963,8.715188129604039,9.149617079135117,8.867694776420063,9.050060473884756,9.339689811627988,9.131802660429585,8.83827667877905,8.880930855492966,8.929410685571066,8.902307653271656,9.082244751322172,8.790431482206616,8.889432779704258,8.809807034100878,8.856482247923378,8.963668993866143,9.07948419329171,8.820160563420995,9.364599796364232,9.100065516728563,8.873767000939688,9.156159776072924,8.860668024905554,8.984459745888456,9.186339775553664,9.03055148008109,8.775732887739437,8.985925066475005,8.985298892747004,8.791298691001943,9.290765568631867,9.002016144476439,8.837060593113907,8.820285176481159,9.317274325526464,8.729597770529669,8.975640323477483,8.60671169014824,8.905046808217147,8.938458845863668,8.780056184328368,8.691045558616576,8.841873002634086,8.91350033204418,9.326391160196971,8.984379357578689,8.7750667059787,8.653300389829013,8.767465742660193,9.125742997310285,8.916072893181427,9.089561054360816,8.778491494063339,8.911263871854082,8.757484407938309,9.500063276379125,8.763331917766628,9.83972511071472,8.94580371487359,8.941463638362006,8.98835644090297,8.854413659574458,8.952364152990748,9.452678834555062,9.540454039593564
ec,8.307651041026915,8.373223502849282,8.94558144281616,8.31090827138642,8.301251669795224,8.236760010437184,9.019687646807176,8.31591026499548,9.018673810026291,9.20354802408858,8.200975697722377,8.322946286436231,8.595328657709741,8.556360537706025,8.361451290349027,8.442917882225725,8.981271884456293,8.598059954439274,8.832828885541417,8.292505479668666,8.268395756525889,8.156012009162037,8.42100323578959,8.07082493018461,8.227196505814472,8.475360067825028,8.164594173493544,8.29054668958984,8.302393773739773,8.582154687035084,8.984478806771467,0.0,8.259688522736026,8.457586640210263,8.160610365662576,9.57059189047013,8.313172970565553,8.294895092583323,8.326871538803195,8.710398961372016,9.191500670476982,8.215147078699632,8.422719559262413,8.640033584370437,8.094541730172654,8.54865112367226,8.133711719012743,8.249433186857706,8.211755467430702,8.327888133267216,8.282489196950149,8.530169914901151,9.241026528167948,8.446371587781591,8.297487470043826,8.204386616215679,8.787187203284347,8.54110174736634,8.362735878949675,8.817078767961213,8.633257630736486,8.19805676000232,8.528757804732955,8.375713567909964,8.387072286364356,8.529906887007437,8.336206618813458,8.404784271201242,8.333305684019084,8.65879949853957,8.758611129530935,8.737805558551837,8.341708504313122,8.775029674207863,8.563224151357387,8.439779162366003,8.807084245956366,8.164952654482972,8.332118127488593,8.677406333581667,8.587745405178376,8.162691594963142,8.39844661465897,8.543007831386918,8.198555705905937,8.844867073533603,8.545627475316985,8.075906571176349,8.19876943879648,8.690076015937615,8.37853143465972,8.40343410903072,8.143626349959845,8.428476670987184,8.541507362249899,8.188242583835578,8.18725173817897,8.346850275283789,8.47369786249997,9.413651999028671,8.418637296917334,8.16515009928073,8.163399393105054,8.219080392822697,8.667103170829556,8.234641137430334,8.92364868837617,8.346519014347864,8.583690679768065,8.122149336783965,9.125525541424368,8.283330992821165,9.329060729460254,8.361492736596166,8.443555993077576,8.321451132818277,8.389008148018577,8.485201409932642,9.205581176496086,9.096085114782191
ee,8.168780488101314,8.131808177313372,8.70756532377371,8.219402725711575,7.758760932648,7.884252022127316,8.700596564459147,7.985428680009051,8.683617853999252,9.014533981050844,7.805855317091498,7.928225663279174,8.400666725607712,8.373841565692375,8.43654215986389,8.135235971079405,8.622022493728375,8.292395934565892,8.654502254839961,7.853252395616708,7.811646655920378,8.044348083764168,8.1613379449199,8.171066811881001,8.082829373017876,8.157783894358255,7.784420993188917,7.826486823280546,7.8895909019217925,8.447113874301362,8.764669102627517,8.259688522736026,0.0,8.35084330946978,7.80722384257286,9.356086164157151,7.790244251582228,7.886725052680679,7.892522114679096,8.44234640928985,8.95212357073471,7.8940692040432054,8.364794042433983,8.343293205448042,7.836977496853459,8.509278997946447,7.74927995222646,7.852679826126508,8.122730318341024,7.8915363955808555,7.880966063484422,8.375965913778126,9.10983203835245,8.330071789867871,7.900631552122695,7.905966977104436,8.447371629324598,8.293223820284712,8.019939398739847,8.502627422301897,8.594237699181425,7.878797783843388,8.304050447504805,8.342315028631225,8.167921747983161,8.472755817812986,7.993846130641895,8.02125261737935,7.952544886964996,8.397279468227056,8.561704903316194,8.394603797809525,8.077872061389355,8.657685237897006,8.37601556781415,8.11361202219528,8.557403541016287,8.222161891341564,8.320022432774854,8.478990125765861,8.475824976155144,7.7003942751910595,7.919706633060311,8.40281500032987,7.829455750611657,8.64438056410408,8.3997335830749,8.187996143329043,8.124806072728724,8.744741857462168,8.048581058445045,8.23961279428659,7.816310479718048,8.406150336504247,8.29026368363983,7.924887412184128,7.857278609530628,8.083433352334122,8.250806892944231,9.093826543575325,7.88762402154601,7.823645152150107,7.732698561807189,7.8620792264985315,8.600407969409202,8.002252010523495,8.756014498672458,8.104235497621518,8.245176934434717,7.867749051257829,8.79227892694613,7.971578536313677,9.191373657020316,7.980286918041452,8.19269230849704,8.351467981065074,8.187976409575485,8.115873350864543,8.869442379836272,8.737032662047042
eg,8.380863267217526,8.48870024512929,8.971966646303597,8.491734351067697,8.397496935452551,8.303205586268096,9.104352957724362,8.38472265541532,9.110313485082914,9.177107970463801,8.257988614989655,8.376522354562367,8.617474960849385,8.607745436365855,8.693733104440454,8.524451426826532,9.04413958469229,8.714841455373511,8.900244434388716,8.28728163286088,8.379364230497668,8.373379815549931,8.486067302198578,8.371758523023386,8.421397784019382,8.56694589259438,8.239738778353274,8.361182948009926,8.409655778260912,8.803363157651804,8.939836208501577,8.457586640210263,8.35084330946978,0.0,8.266944365726298,9.663075175137667,8.340079841130565,8.35792198803941,8.405150854683502,8.726878127458026,9.173779709118122,8.22517435969105,8.665555215397355,8.736144991756728,8.129397012168596,8.742137256927077,8.226946309036729,8.312938468135135,8.284337362301201,8.395534967525359,8.324505507718865,8.493389519073025,9.324163641640649,8.460487150233922,8.437379943049546,8.29237781411827,8.761831393252207,8.539462246294795,8.502628685787199,8.780193123715726,8.74973997366917,8.288104135525137,8.52341425720169,8.55836366276882,8.390367605768056,8.581589321646302,8.430805321741433,8.545588866898735,8.418950534967376,8.664158894758467,8.797815373079375,8.821553975988614,8.48150960239236,8.87224271513758,8.645190552185761,8.473096806458006,8.799021318261024,8.397677495144155,8.419509656978892,8.680899837802608,8.806984103238241,8.217958297167653,8.444881979274559,8.576350683972086,8.253903746826511,8.895662551421426,8.731811831411795,8.341174930783147,8.305860982391911,8.681637354178978,8.41621733945132,8.533117935891067,8.245480132645106,8.677972945809294,8.545618518839005,8.326245107902912,8.288723441485187,8.420275862677016,8.3835214120432,9.325500167735864,8.51982663286832,8.199048099716826,8.213566346406544,8.333398736903506,8.848341020303746,8.349606450095363,8.950561342080821,8.324496381022083,8.550495878434651,8.21093662507451,9.14793857816167,8.331685144795955,9.416710938620707,8.391883857347786,8.569632456458466,8.588851884078554,8.424535989277043,8.453786248604628,9.234842199047199,9.209973363226393
es,8.00029104042588,8.06718716892142,8.649090623459388,8.131776192205876,7.753656295678112,7.706280293579958,8.659503822955818,7.952929363385998,8.637673728300248,9.08646513244835,7.665490418757788,7.894786037297176,8.326623548254593,8.43213991075503,8.36401589353775,8.069866566269452,8.53324818653498,8.333907863327669,8.657990558220893,7.759800122710705,7.618669786971962,7.91149352715765,8.084029802252097,7.998188638618691,7.968456510077443,8.026944485296633,7.755286915224097,7.802355806311114,7.726591271495717,8.24047341840809,8.79605438214537,8.160610365662576,7.80722384257286,8.266944365726298,0.0,9.112917246061862,7.805402262652671,7.851496222415121,7.81677186573792,8.38600067379153,8.92314268825342,7.808157785289694,8.262546506880605,8.30776799090842,7.766474847846906,8.383749478252387,7.7163882554205685,7.822556173008354,8.107648121862118,7.734241621965196,7.736197828784804,8.281687306288823,9.100605410619783,8.217916096032601,7.814117791742158,7.840286944000118,8.360936458718534,8.294046386354724,7.965228517957934,8.341696294703624,8.599646383271873,7.837761844274435,8.265079099072878,8.357003122246487,8.015381921925709,8.327325642603084,8.04993529253133,7.861868785514463,8.007259082852256,8.459789442765278,8.501453013340388,8.342122450819346,7.997533373551997,8.561613689089056,8.362791077082289,7.956856451267102,8.377234091606033,8.098488932102693,8.305998864279617,8.30512188773633,8.414312155207892,7.588413317209408,7.823685718560937,8.430367614042028,7.678650575230965,8.47339738773774,8.264571865774668,8.05309947574345,8.116416970808915,8.596943592750332,8.081532899602287,8.078700734110017,7.770905357655197,8.221864624865614,8.230631590497119,7.8467167582925,7.75955036643346,8.181768030404557,8.218964659126394,9.134132265460813,7.83284941127188,7.81095512027506,7.712963374374835,7.835970921129416,8.508779413521118,7.944467254381657,8.774479913537293,8.048418542098094,8.19608849666482,7.736549174066246,8.610426949038786,7.966888186781952,8.932981821287543,7.771528739578972,8.102310146243234,8.21882400816643,8.241452603746737,7.962395542795518,8.750582415828937,8.62424621349502
et,9.253677030775545,9.342427970379951,10.01540506347541,9.76825678390888,9.322862509461388,9.207729680926143,9.757681900386157,9.46492866619222,9.690473580438905,10.233314127980163,9.289618346999,9.510190759589863,9.5003550866709,9.684402626162736,9.815896810483775,9.712339839116634,9.420533044591856,9.654259766551379,9.845716417694245,9.16979453571161,9.09065092731567,9.457979284396973,9.25945506362569,9.532888276926489,9.526195142304704,9.28658521518143,9.422703729959029,9.452211064461599,9.286077715398466,9.542927936005906,10.141330473874538,9.57059189047013,9.356086164157151,9.663075175137667,9.112917246061862,0.0,9.476443473156253,9.487512978672669,9.447324032319655,9.77839514035663,9.595751707730772,9.426894788052827,9.605361369960866,9.506917595645225,9.154573414011153,9.755129101464725,9.329584040495382,9.554706286767464,9.466472721957757,9.344978491805284,9.24139455571395,9.358180034683237,10.14382879989347,9.384585196702202,9.241303989658663,9.433573715714733,9.437591254734183,9.732291218855442,9.351518220198782,9.416742983910517,9.638825802416322,9.368379909742213,9.513315431422818,9.601964078774506,9.225574577204629,9.423540919525115,9.719274691363472,9.150116511949301,9.574746583268427,9.976354585694066,9.939628633918629,9.52021478967443,9.365647837748515,9.6088996763519,9.299210926160288,9.419067978443376,9.32749616930227,9.604462501766942,9.508242569463249,9.246892026343621,9.647259158203408,9.025337398825615,9.235780329947104,9.649373282577223,9.240108472470666,9.199348202612438,9.563512011077107,9.572654822125934,9.391499448090311,9.528450342047217,9.899849983824229,9.473106280237625,9.433428522955937,9.685784863125802,9.422589752964372,9.408162960078926,9.377224495991705,9.840897827297772,9.493521998506779,10.250105295451302,9.334976329281604,9.255868928099927,9.301892316442881,9.483363587015857,9.88525465629893,9.174199223179775,10.130786641534828,9.587943643436097,9.49621440146658,9.091391782997372,9.404624898578957,9.622091384635493,9.477381615776697,9.198492707238898,9.566131545929935,9.709019027226946,9.688537743304789,9.384621267796408,9.774577021119493,9.426366150777056
fi,8.18835472926878,8.126168631087255,8.66837766353441,8.245636563665936,7.719340851343049,7.7486677129085635,8.75583657049809,7.9681032606437485,8.70704925396414,9.112299352495793,7.753493327820474,7.877796900764852,8.421482304537932,8.43308211957211,8.484871585701823,8.058904507711642,8.62415997926328,8.319991751721806,8.64330904838646,7.790615670666724,7.700035095216547,8.054482014232809,8.211517027762962,8.187154939911943,8.12466028763435,8.12644202878548,7.6977190963763675,7.753316202821802,7.810968394493407,8.38321409956897,8.817140128206388,8.313172970565553,7.790244251582228,8.340079841130565,7.805402262652671,9.476443473156253,0.0,7.835357227453412,7.796166901082405,8.395466990104643,9.07225911356186,7.811158609041076,8.432629149010612,8.428256561482407,7.862711268270769,8.437290136719524,7.753473779604966,7.778848006071911,8.163697456988565,7.815958650971907,7.745389839640606,8.410742585093443,9.156942329769302,8.321605023596973,7.849553673880409,7.897046696861007,8.483981493935646,8.268036154045141,8.018639633522499,8.542450504885643,8.752235690348048,7.834628866643502,8.315005214978266,8.425660032681474,8.178316984949026,8.44927235460146,8.000106304924438,7.968573178960401,7.962741563519007,8.390781632580744,8.500369435087993,8.414961375502742,8.06568509080166,8.680343156059067,8.539227776027948,7.953061117618665,8.551788137361035,8.290651628506724,8.43921766678528,8.519105238253001,8.553978951440197,7.650311271626543,7.854999497775084,8.501904332861645,7.718953197006574,8.689018713883707,8.383854566731262,8.216868231769636,8.209903647866785,8.80041596868171,7.9620918291866705,8.208971229739486,7.809047521761959,8.380387753423184,8.277792745296251,7.868489416934515,7.814158379249185,8.069159202740504,8.28293738484678,9.113313643258955,7.800007391640308,7.837117356462495,7.68343922665486,7.7996834405795905,8.625883408471696,8.040519053096787,8.80818999704929,8.089592171913687,8.250743604828305,7.904306766616198,8.820070967569222,7.946395528169392,9.23081996441673,7.885706672392261,8.174212602646174,8.34082347441282,8.227932976570115,8.035750451336838,8.792398734006307,8.751083575716066
fr,8.23254185456609,8.1720043523601,8.64718374816171,8.22507293715658,7.798180237018915,7.867106944591269,8.726147330255047,8.031391009750642,8.794076238107724,9.125299503164033,7.754692229088953,7.9411898271183485,8.468226471987025,8.536394947995653,8.435318184338561,8.082568235901872,8.711309176141842,8.403488103316098,8.721764540911929,7.916956494955543,7.755079387228847,8.00717378849392,8.279828904436107,8.190338649579507,8.084686833726428,8.206688987950594,7.780282723554689,7.817185131619742,7.876241686819422,8.402861768300587,8.791340923992607,8.294895092583323,7.886725052680679,8.35792198803941,7.851496222415121,9.487512978672669,7.835357227453412,0.0,7.877985824997718,8.457075852400573,9.06284418065906,7.84573481618519,8.402538355041456,8.422872496531525,7.987565641630378,8.471417864404671,7.78351242510829,7.825233082277486,8.203789775857274,7.8668579370788905,7.817578593348727,8.44908975581823,9.163457878655759,8.361300808937457,7.90308989120538,7.884156440155926,8.494495383264365,8.308431124030209,8.085616800225747,8.53423168184346,8.798085752297556,7.9226045629121264,8.35914776858387,8.511680727164933,8.204772111751724,8.4951761353847,8.075106360295178,8.029190891987488,8.03245117963643,8.418520252303736,8.518072455938539,8.435975418386885,8.140145192196277,8.740502546235097,8.597486638197372,8.012614953578609,8.528646642566002,8.24331817524619,8.48469892605814,8.474988500112936,8.575901731075604,7.7400645593818895,7.908416066839717,8.571399416040611,7.808922381842417,8.684357912391818,8.39862903017757,8.208085246981563,8.296547971167698,8.806773390841904,8.003944166854815,8.243124364318229,7.800209802065384,8.38324230223948,8.346964782106078,7.930917739488208,7.885851801568591,8.199003317085097,8.344599759843396,9.112565565433963,7.885549453890207,7.947066426171996,7.715248518762234,7.8696177304523625,8.644063716771539,8.12848575433024,8.787161615145564,8.121075082741715,8.279625688354592,7.9200582743511845,8.838124188213333,7.98872796313765,9.228156711782482,7.958865979102537,8.211137788107527,8.352912339286577,8.301062535987827,8.123122307982086,8.882622883958298,8.797692084199769
gb,8.183814637848437,8.258962681197792,8.682751583131317,8.27124771423386,7.797902310685181,7.69161364435304,8.756971563619901,8.07256245280708,8.626495676050842,9.135363341189874,7.7108474769908675,7.945096794659941,8.44702255915936,8.394402489132023,8.551784549249358,8.152438206340763,8.634340318514823,8.517418973359208,8.64857419171441,7.772688636854275,7.74422367501822,8.093079658274132,8.262092504516994,8.22225289526518,8.154110582033088,8.16932097910438,7.79050709446415,7.855394624376568,7.806653811019766,8.451581376168242,8.926343156409242,8.326871538803195,7.892522114679096,8.405150854683502,7.81677186573792,9.447324032319655,7.796166901082405,7.877985824997718,0.0,8.477640402417109,9.05835698406417,7.8458128188655305,8.427111518657977,8.345177399271389,7.895852617813131,8.539794619940173,7.806938678136132,7.836708380711091,8.16507211487723,7.705658186170729,7.839036586985969,8.434214126106003,9.24680884583263,8.421056086969575,7.866369408652012,7.917191332249301,8.42286981356716,8.350643033225454,8.020254528491174,8.479788640602022,8.729918228683061,7.870325429289819,8.354567837069691,8.471987528833747,8.189585844186528,8.439022194663245,8.092124485075084,8.029750931217757,8.045476038743256,8.553871483439687,8.582921847565244,8.48392958874049,8.150999697798994,8.686715925989912,8.509401808730912,7.95087742504337,8.515020513960456,8.312933903736807,8.434218219829916,8.495162394003225,8.626355723848128,7.654175960385541,7.8579809716956985,8.576097447015247,7.611251761700542,8.661572312191808,8.385377786624296,8.276923159679061,8.239132076259224,8.791771827076118,8.058353478238395,8.2423267241481,7.876808986632148,8.437326827286373,8.305965510351093,7.931985981554597,7.913184821871963,8.184806867190991,8.3197714984899,9.151347588413786,7.834137867616168,7.8204091401839335,7.754161393045937,7.897054025813565,8.710845663769588,8.095080656737533,8.912219950937624,8.163921602432499,8.217608834987587,7.857209003743253,8.783969976300074,8.02433315628381,9.153145125260265,7.807885019912289,8.231134136699273,8.443455890179,8.281576745380566,8.019172991540769,8.82231681382103,8.732847039575592
ge,8.649147832213217,8.53584169098518,8.926656365081387,8.68668692607025,8.429091072905788,8.438277374050733,8.997205803267068,8.496753622308919,9.210665707244083,9.336551163709277,8.440402274373172,8.497385873406182,8.768578266918931,8.797718374139077,8.790496475513354,8.633731880323063,9.022709099496538,8.768217811605867,9.083718155855458,8.478479358785048,8.421947658732153,8.546349762386903,8.735576375102212,8.555552501828188,8.63431356430302,8.602415082221556,8.35947746592835,8.482754752690532,8.51885879254171,8.803088755759335,9.000279428712492,8.710398961372016,8.44234640928985,8.726878127458026,8.38600067379153,9.77839514035663,8.395466990104643,8.457075852400573,8.477640402417109,0.0,9.369606001214635,8.336726996314898,8.784222122997726,8.863742321427244,8.445138604900533,8.788411191298085,8.31555973562344,8.40346430549821,8.58787757790419,8.526369761497447,8.429367082933195,8.840814724438513,9.370921965039578,8.63891470919066,8.505853844998926,8.425993428862272,8.962083198856226,8.635769041149828,8.63959158570179,9.116449117107702,9.022200741607518,8.425895740029704,8.734500693105224,8.705246715019483,8.601475629255637,8.838668968621738,8.544372588805572,8.514827567120246,8.475537984281463,8.811709649675599,8.794157766381945,8.815207199059364,8.532644165555775,9.020171068744014,8.833544741196098,8.515410105416438,8.896402632004483,8.639746892312838,8.842326044845157,9.0481886735442,8.784880527611936,8.345420663663596,8.614898137996628,8.843114862043942,8.392296580909996,9.022658122403,8.73039608607786,8.624361835265658,8.656431449019248,9.159223589925288,8.528701484907904,8.681247589064546,8.3547038082876,8.676396297423434,8.661352057274396,8.441640169030682,8.372250892895023,8.592945928277722,8.731326879734958,9.35991296802096,8.576613546946017,8.4796660336222,8.312219382092616,8.44819833591421,8.930451496251079,8.566953386932335,9.009209905277439,8.524902422652177,8.736290501050803,8.443990240292825,9.270761888374132,8.459782021569133,9.508742099282177,8.615784632667058,8.609249039672195,8.812496990068992,8.720753837886436,8.694426668035593,9.301742854750135,9.228113958422435
gh,8.976963660293178,8.967975759748889,9.53258166512807,9.272234333061379,9.045895672382702,8.847012509941004,9.396607559183426,9.014355206285122,9.22358927624707,9.698337762837241,8.971763163217954,9.10132256175491,9.072203558817327,9.103283732648388,9.399670652671336,9.254674659200727,9.212942596209524,9.282622306789216,9.296111746200733,8.823171399538019,8.938483784443363,9.09386530208818,9.026039813426284,9.10877474127119,9.12902794730737,9.090878245429677,8.988828329457478,9.016944707407015,9.013953576767058,9.28378704712744,9.502615966477087,9.191500670476982,8.95212357073471,9.173779709118122,8.92314268825342,9.595751707730772,9.07225911356186,9.06284418065906,9.05835698406417,9.369606001214635,0.0,9.008676590518283,9.212426024178177,9.017165435123308,8.762905914382747,9.261209062307225,8.927946168317153,9.08022277978279,9.018736451516814,9.054157334799953,8.984296882912844,9.109045509653996,9.685483760286573,9.069862808131358,9.024571565650344,9.038504432442332,8.899485945791469,9.158037621633381,9.129492601049806,9.059060922646148,9.200556302157091,9.017065013867173,9.110605438441567,9.166384174808645,8.997730487508068,9.139695423223728,9.203915962798309,8.974596090743526,9.159102436026307,9.367343908026962,9.418792050551987,9.201639134724417,9.087476927415423,9.302577221927283,8.946540574768411,8.994704883529865,9.06367089037304,9.235454289205146,8.996923071467869,8.827605816613318,9.354391350831097,8.791994496679932,8.935659344987906,9.167083491426641,8.875619388208825,9.18416767748523,9.225633962498708,9.173145929575739,8.89243607658035,9.324559448377315,9.274957559160743,9.074188829624013,8.93096268550079,9.27830842133944,9.062580485376591,9.055586745577857,8.988137685096207,9.271731061242217,9.164268220358984,9.632990731019586,9.0431692011182,8.78751447315496,8.881807845547396,9.011487514616263,9.369724529933126,8.87783009634857,9.504155765437547,9.163611716851355,8.981417193946777,8.842351419357296,9.274324564428213,9.15157292624548,9.460063487317877,8.888801983848575,9.212188608485516,9.323278065037616,9.166743710173357,9.007124374764086,9.302877971280411,9.207757108179116
gr,8.088671378128213,8.098241204075403,8.56692255867388,8.171058450597853,7.8347493271339195,7.82111313975638,8.65950207348403,7.974722252516093,8.752781561678878,9.045881151738428,7.7846568386870425,7.923617964815178,8.341218478998726,8.41289126976833,8.383215999301758,8.117018990778615,8.702918586565794,8.366368985286709,8.638123146668871,7.848306570985989,7.818719815986954,8.012567171704541,8.244042144411951,8.096682112359282,8.116982926657375,8.140925054476375,7.797820070586299,7.866272671477089,7.877740731896003,8.423746517042861,8.74662113972406,8.215147078699632,7.8940692040432054,8.22517435969105,7.808157785289694,9.426894788052827,7.811158609041076,7.84573481618519,7.8458128188655305,8.336726996314898,9.008676590518283,0.0,8.353635708444315,8.394952709770585,7.859986487526749,8.441763998560802,7.787954769026751,7.834554995408525,8.11880200692711,7.854884425037343,7.849856618866607,8.382859500836423,9.12301542279861,8.238411362273613,7.9649988112399805,7.824633921990596,8.500417686096242,8.24752571881233,8.056070287439649,8.535098655594577,8.641800433448557,7.852100324578997,8.28379958619736,8.352713115579569,8.096988189729364,8.393252440295011,8.036434985742684,8.052325172482858,8.008348026452929,8.42613186712644,8.415065347722496,8.394126586543093,8.070779685704123,8.600509561795313,8.432728298886397,8.028570310351737,8.488249703477774,8.16249466568925,8.351296899572008,8.471952569253709,8.526596409919653,7.7070626200524055,7.925900345781986,8.455696288356267,7.753440022520094,8.641099908314494,8.338020044327573,8.139037107862622,8.138051342154295,8.680673271360828,7.990133050673179,8.213553314139924,7.794615067129771,8.334308330795643,8.32384281832556,7.893798003355154,7.839908915477544,8.116338581966406,8.251752818012152,9.032637097600698,7.94080880043809,7.902478515609169,7.706313132646793,7.855966401487362,8.58472009382813,8.072273518252281,8.7342645212538,8.00995276311951,8.256846513702609,7.873761976204345,8.789450111106047,7.938298359628666,9.145074790234425,7.906634329571894,8.165364924985958,8.356678031826556,8.207866655341059,8.07907864857728,8.859216602172229,8.76446391995901
